               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  44,            0.034527,           0.0085481,            0.004218,             0.97976,             0.99265,               0.995,             0.61172,            0.019277,           0.0040688,             0.00231,            0.005743,            0.005743,            0.005743
                  45,            0.036122,           0.0085609,           0.0039402,             0.94771,             0.99697,               0.995,             0.59903,            0.019245,           0.0041081,           0.0022165,            0.005644,            0.005644,            0.005644
                  46,            0.031853,           0.0074417,           0.0044278,               0.978,                   1,               0.995,             0.69911,            0.018625,           0.0040221,            0.002112,            0.005545,            0.005545,            0.005545
                  47,            0.034735,           0.0079603,           0.0042368,             0.95048,                   1,               0.995,             0.70874,            0.017136,           0.0041233,           0.0021164,            0.005446,            0.005446,            0.005446
                  48,            0.031028,           0.0080214,           0.0045235,             0.93093,              0.9856,               0.995,             0.69565,            0.018328,           0.0041046,           0.0021266,            0.005347,            0.005347,            0.005347
                  49,            0.032041,           0.0078642,           0.0064817,             0.97765,                   1,               0.995,             0.68604,            0.016604,           0.0039052,           0.0020865,            0.005248,            0.005248,            0.005248
                  50,            0.032592,           0.0091931,           0.0042952,             0.97697,                   1,               0.995,             0.65778,            0.018388,           0.0038222,           0.0020182,            0.005149,            0.005149,            0.005149
                  51,            0.034614,           0.0081834,           0.0054974,              0.9834,                   1,               0.995,             0.74051,            0.015403,            0.003803,           0.0019628,             0.00505,             0.00505,             0.00505
                  52,            0.029845,           0.0074985,           0.0041623,             0.98172,             0.98991,               0.995,              0.6863,            0.016382,           0.0038671,           0.0019438,            0.004951,            0.004951,            0.004951
                  53,            0.029169,           0.0070019,           0.0034979,             0.91611,             0.99339,             0.98944,             0.72209,            0.016351,           0.0038368,           0.0018891,            0.004852,            0.004852,            0.004852
                  54,            0.029561,           0.0081242,           0.0037228,             0.96061,                   1,               0.995,             0.68001,            0.016478,              0.0039,           0.0018013,            0.004753,            0.004753,            0.004753
                  55,            0.034107,           0.0079257,           0.0032336,             0.93389,                   1,               0.995,             0.70469,             0.01556,           0.0039415,           0.0016434,            0.004654,            0.004654,            0.004654
                  56,            0.032716,           0.0088397,           0.0041713,             0.97853,                   1,               0.995,             0.65712,            0.017084,           0.0040145,           0.0015761,            0.004555,            0.004555,            0.004555
                  57,              0.0286,           0.0088608,           0.0031325,             0.97554,                   1,               0.995,             0.67203,            0.015894,           0.0039747,           0.0015592,            0.004456,            0.004456,            0.004456
                  58,            0.029478,           0.0075935,           0.0028527,             0.97844,                   1,               0.995,             0.72332,            0.014422,           0.0038812,           0.0015558,            0.004357,            0.004357,            0.004357
                  59,            0.028659,           0.0079435,           0.0032094,             0.97674,                   1,               0.995,             0.78145,            0.014857,           0.0037924,           0.0015568,            0.004258,            0.004258,            0.004258
                  60,            0.028594,           0.0077332,           0.0036811,             0.97813,                   1,               0.995,              0.7228,            0.015729,           0.0037797,           0.0015362,            0.004159,            0.004159,            0.004159
                  61,            0.031625,           0.0078434,            0.003094,             0.98238,                   1,               0.995,             0.68629,            0.016293,           0.0037961,           0.0014905,             0.00406,             0.00406,             0.00406
                  62,            0.031571,           0.0074713,           0.0026759,             0.98366,                   1,               0.995,             0.75616,            0.015372,           0.0037506,           0.0014515,            0.003961,            0.003961,            0.003961
                  63,            0.026037,           0.0072612,           0.0024191,               0.983,                   1,               0.995,              0.6762,            0.015696,           0.0037791,           0.0014079,            0.003862,            0.003862,            0.003862
                  64,             0.02754,           0.0076703,           0.0028006,             0.98476,                   1,               0.995,             0.72177,            0.013772,           0.0037677,           0.0013774,            0.003763,            0.003763,            0.003763
                  65,            0.029796,            0.008081,           0.0025014,             0.98498,                   1,               0.995,             0.77713,            0.012528,           0.0036784,           0.0013092,            0.003664,            0.003664,            0.003664
                  66,            0.028407,           0.0082573,           0.0031468,             0.96581,                   1,               0.995,             0.72653,            0.015557,           0.0037169,           0.0012393,            0.003565,            0.003565,            0.003565
                  67,            0.026699,           0.0075771,           0.0029256,             0.98446,                   1,               0.995,             0.79238,            0.013078,           0.0036477,           0.0011674,            0.003466,            0.003466,            0.003466
                  68,            0.026998,           0.0087439,           0.0024444,             0.98456,                   1,               0.995,             0.74345,            0.012882,           0.0037272,           0.0011441,            0.003367,            0.003367,            0.003367
                  69,            0.024595,           0.0079956,           0.0018278,             0.98681,                   1,               0.995,             0.76005,            0.012449,           0.0037888,           0.0011341,            0.003268,            0.003268,            0.003268
                  70,             0.02733,           0.0073991,           0.0024012,             0.98577,                   1,               0.995,             0.77636,            0.013404,           0.0037726,           0.0011164,            0.003169,            0.003169,            0.003169
                  71,            0.025161,           0.0075145,           0.0024688,             0.98329,                   1,               0.995,             0.71241,            0.014048,           0.0038123,           0.0010799,             0.00307,             0.00307,             0.00307
                  72,            0.026554,            0.008805,           0.0020866,              0.9835,                   1,               0.995,             0.75796,            0.013976,           0.0038243,           0.0010739,            0.002971,            0.002971,            0.002971
                  73,            0.026031,           0.0086752,           0.0018845,             0.98263,                   1,               0.995,              0.7557,            0.013434,           0.0038096,           0.0010611,            0.002872,            0.002872,            0.002872
                  74,             0.02526,           0.0070638,           0.0023697,             0.98175,                   1,               0.995,             0.75169,            0.012145,           0.0037658,           0.0010567,            0.002773,            0.002773,            0.002773
                  75,            0.025862,           0.0082322,           0.0025261,             0.97972,             0.99876,               0.995,              0.7736,            0.013954,           0.0038374,            0.001048,            0.002674,            0.002674,            0.002674
                  76,            0.025007,           0.0080573,           0.0020575,              0.9799,             0.99871,               0.995,             0.76975,            0.013836,           0.0038332,           0.0010301,            0.002575,            0.002575,            0.002575
                  77,            0.025226,           0.0080776,           0.0031177,             0.97801,                   1,               0.995,             0.75635,            0.013258,           0.0037771,           0.0010279,            0.002476,            0.002476,            0.002476
                  78,            0.021189,           0.0072348,           0.0017659,             0.97815,                   1,               0.995,             0.82423,            0.012201,           0.0036902,           0.0010073,            0.002377,            0.002377,            0.002377
                  79,            0.023872,           0.0071247,           0.0019066,             0.97836,                   1,               0.995,             0.74614,            0.012513,           0.0037006,          0.00098227,            0.002278,            0.002278,            0.002278
                  80,            0.023488,           0.0067206,           0.0016135,              0.9786,                   1,               0.995,             0.77595,            0.012935,           0.0036268,          0.00096222,            0.002179,            0.002179,            0.002179
                  81,            0.024084,            0.006937,           0.0016508,             0.97897,                   1,               0.995,             0.78713,            0.012493,           0.0035517,          0.00093215,             0.00208,             0.00208,             0.00208
                  82,            0.021025,           0.0073568,           0.0027358,             0.97729,                   1,               0.995,             0.75428,             0.01229,           0.0035231,          0.00090611,            0.001981,            0.001981,            0.001981
                  83,            0.024689,           0.0065747,           0.0018156,             0.97527,                   1,               0.995,             0.78021,            0.011989,           0.0034808,          0.00087689,            0.001882,            0.001882,            0.001882
                  84,            0.023884,           0.0073623,           0.0017137,             0.97535,                   1,               0.995,             0.80993,            0.011211,           0.0034476,          0.00086447,            0.001783,            0.001783,            0.001783
                  85,            0.022137,           0.0073007,           0.0017163,             0.97573,                   1,               0.995,             0.80881,            0.011663,           0.0034743,          0.00084287,            0.001684,            0.001684,            0.001684
                  86,            0.024804,           0.0070424,           0.0022992,             0.97603,                   1,               0.995,             0.77994,            0.012009,           0.0035208,          0.00081947,            0.001585,            0.001585,            0.001585
                  87,            0.022704,           0.0074261,           0.0016235,             0.97651,                   1,               0.995,             0.81633,            0.011082,           0.0034517,          0.00078922,            0.001486,            0.001486,            0.001486
                  88,             0.02202,           0.0067485,           0.0015744,             0.97641,                   1,               0.995,             0.80358,             0.01135,           0.0034311,          0.00076558,            0.001387,            0.001387,            0.001387
                  89,             0.02454,           0.0082106,           0.0015623,             0.97718,                   1,               0.995,             0.80401,            0.011405,           0.0034408,           0.0007445,            0.001288,            0.001288,            0.001288
                  90,             0.02227,            0.006587,           0.0015877,             0.97756,                   1,               0.995,             0.78646,            0.011642,            0.003471,          0.00072634,            0.001189,            0.001189,            0.001189
                  91,            0.025058,           0.0067762,           0.0019362,              0.9776,                   1,               0.995,             0.80132,            0.011264,           0.0034473,          0.00070128,             0.00109,             0.00109,             0.00109
                  92,            0.020541,            0.006904,           0.0012483,              0.9774,                   1,               0.995,             0.77181,            0.011848,           0.0034504,          0.00069094,            0.000991,            0.000991,            0.000991
                  93,            0.021842,           0.0069534,           0.0017198,             0.97724,                   1,               0.995,             0.78062,            0.011314,           0.0034314,          0.00068203,            0.000892,            0.000892,            0.000892
                  94,            0.021228,            0.007119,           0.0013225,             0.97722,                   1,               0.995,             0.79042,            0.010815,           0.0034183,          0.00067846,            0.000793,            0.000793,            0.000793
                  95,            0.021704,           0.0078039,            0.001399,             0.97698,                   1,               0.995,             0.79307,            0.011362,           0.0034541,           0.0006678,            0.000694,            0.000694,            0.000694
                  96,            0.019442,           0.0071963,           0.0013895,             0.97741,                   1,               0.995,               0.807,            0.011136,           0.0034603,          0.00065814,            0.000595,            0.000595,            0.000595
                  97,            0.019627,           0.0078518,           0.0010743,             0.97705,                   1,               0.995,             0.80372,            0.010915,           0.0034627,          0.00065283,            0.000496,            0.000496,            0.000496
                  98,            0.021248,           0.0066506,           0.0014647,             0.97683,                   1,               0.995,             0.78987,            0.011239,           0.0034645,          0.00064702,            0.000397,            0.000397,            0.000397
                  99,            0.020853,           0.0074054,           0.0013166,             0.97615,                   1,               0.995,             0.81239,            0.011074,            0.003456,          0.00063695,            0.000298,            0.000298,            0.000298
